userId,ISBN,bookRating
4091,445406518,4
4091,671027387,4
4092,451176464,3
4098,385504209,5
4138,1573227331,4
4143,439404371,4
4157,380727501,4
4164,006019541X,1.5
4164,446531332,3.5
4169,385504209,5
4179,590452037,3.5
4183,743418174,3
4191,671868640,4.5
4193,375727345,2.5
4197,316693286,2
4197,684841185,4.5
4221,385510438,4.5
4223,552998001,3.5
4225,446310786,5
4225,804106304,3
4246,375708278,4
4334,451177096,3.5
4334,553236202,3
4386,70212570,4
4386,452282829,3
4483,393318680,5
4483,553293400,3.5
4539,679732411,3.5
4541,140049975,4.5
4570,767902912,3
4571,142001430,3
4573,609809547,5
4579,440214041,2.5
4599,142000671,5
4622,60175400,5
4622,034540288X,2
4622,385336179,5
4785,140293248,3
4785,140298479,3.5
4785,380789019,3.5
4795,151008116,4.5
4795,452282152,4.5
4821,786868716,3
4838,034540047X,3
4900,316776963,3.5
4914,451451686,5
4938,451156609,5
5003,452282152,3.5
5025,553278118,3.5
5037,440214041,4.5
5037,446608955,4
5037,671729462,1.5
5066,64472574,5
5163,385486804,2.5
5186,316143464,1.5
5207,440241073,4
5209,66210844,3.5
5268,451166892,5
5268,451167716,4.5
5285,553211234,3
5286,375703764,3.5
5286,671027344,5
5294,449213447,4
5358,671014196,3.5
5361,871136791,4
5385,345370775,5
5439,60938455,4.5
5439,671001795,4
5443,425161285,4
5448,553274295,3
5448,689800843,5
5452,446600253,4
5476,385504209,5
5476,425121631,4
5476,679439382,0.5
5499,316710571,5
5499,385510438,5
5499,553802496,5
5506,312981260,5
5539,142001740,4
5539,671027387,5
5553,345396936,4
5559,385504209,4
5582,60987324,4
5582,140293248,4.5
5582,380789035,4.5
5582,380817683,4
5582,441007813,5
5582,044651652X,3.5
5582,451191137,5
5582,553299611,4.5
5582,679736395,5
5582,068482499X,5
5599,446670111,4
5609,345347951,5
5636,425162443,4
5638,446605409,4.5
5638,449204553,3.5
5709,64472779,3.5
5722,385504209,3.5
5728,451166582,4.5
5728,452280621,4.5
5737,316776963,2.5
5741,140071083,4.5
5746,553575384,4
5783,553260111,4.5
5792,345382846,3.5
5815,316693251,5
5899,61020710,4
5899,380789035,4.5
5903,385503857,4.5
5903,449212602,4.5
5919,671877046,4.5
5920,886773741,3.5
5922,451526341,4.5
5955,553287893,4
5968,60921145,3.5
6007,345404114,4
6018,375760393,3.5
6051,042513024X,4
6073,345427637,3
6073,440214041,2.5
6073,440416027,4.5
6073,440466091,4
6073,446314986,4
6073,679776818,4.5
6073,767904427,5
6112,553274295,3.5
6115,385318073,5
6115,525946284,5
6139,393314804,3.5
6184,440998050,5
6217,60915544,4
6238,345361792,4
6238,345449347,3.5
6238,679745203,4.5
6238,679751521,5
6242,60958022,3
6242,60975547,2.5
6242,140252525,3.5
6242,140293248,2.5
6242,142001430,3.5
6242,375726403,3.5
6242,385475772,3.5
6242,039592720X,2.5
6242,446670251,2.5
6242,679751521,2.5
6242,679767207,2.5
6242,684803356,3.5
6242,068482499X,3
6242,871136791,4
6242,1573227331,3
6247,316969443,5
6251,20446500,4
6251,60256737,5
6251,014017737X,4.5
6251,375725784,2
6251,375727345,3
6251,380600129,5
6251,380715899,3.5
6251,380789035,3.5
6251,394404289,5
6251,039480001X,5
6251,440222656,3.5
6251,440487617,5
6251,440998050,5
6251,449702766,5
6251,553274325,5
6251,671660632,5
6251,809117541,5
6261,142004278,4
6263,451192036,4
6280,151008116,4.5
6308,452282829,4
6313,8433914871,4
6318,671042858,3
6323,60914289,3.5
6323,385424728,3
6323,446601241,4
6323,892967048,2.5
6336,60175400,3
6347,446605239,3.5
6348,440241073,4
6431,425144372,4.5
6431,446363669,4
6452,452282829,2.5
6532,031286504X,4.5
6532,449220605,4
6532,671032658,4
6535,385504209,5
6537,425161285,3.5
6537,671729462,3.5
6543,61020710,3
6543,61099015,3
6543,142001740,4.5
6543,142004278,3
6543,345326490,4
6543,380792745,4.5
6543,038548951X,5
6543,553580078,3
6543,802135161,3
6543,805062971,4
6543,1400031346,3
6545,884046818,2.5
6563,60199652,4
6563,60915544,4.5
6563,316693324,2.5
6563,552998001,4
6563,743418174,4.5
6563,767900383,1.5
6563,786868716,5
6563,1400031346,4
6563,1565115430,4
6564,330331973,5
6564,553288105,4.5
6575,60926317,1
6575,60976241,4
6575,140293248,4
6575,140298479,3
6575,142001740,4
6575,316776963,4
6575,034536676X,3.5
6575,375725784,3.5
6575,038549744X,4.5
6575,425167720,4
6575,425184943,2
6575,446527785,0.5
6575,449213447,4.5
6575,452282152,3
6575,671001795,4.5
6575,679745203,4
6575,743227441,3.5
6575,804106304,4.5
6575,915230151,3
6575,1400031346,4.5
6575,1573229725,4
6577,446527785,3.5
6592,440222656,4
6611,440204887,4.5
6611,679412956,5
6611,679732411,4
6637,142001740,5
6662,380802325,3
6679,425162443,3.5
6679,671042858,5
6680,375703764,5
6689,679729917,5
6704,142001740,5
6764,375727345,4
6772,446605239,2.5
6788,671038567,5
6789,446365386,4.5
6789,553278118,2.5
6815,385504209,5
6858,671047329,5
6865,61056219,4.5
6865,451451155,4.5
6865,451453328,4.5
6872,671027344,3.5
6884,380789035,4
6893,038073186X,4.5
6900,451167317,4.5
6912,446523569,5
6914,892811706,5
6965,689710879,5
6991,446605239,4.5
7055,1558216847,3.5
7065,375406182,4.5
7078,375726403,4
7079,553375407,5
7082,671001795,4
7084,140042393,5
7105,142001740,3.5
7105,034082607X,4
7105,552998001,5
7105,552998486,5
7125,60586125,4
7125,140293248,3
7125,375727345,3.5
7125,446391301,4
7125,671028375,4.5
7125,743418174,4
7125,786868716,5
7125,1401300316,4.5
7156,451132343,4.5
7158,316710571,5
7158,446527793,5
7158,446532452,4
7158,446605239,5
7158,446608955,4.5
7158,446610399,4.5
7158,553582747,4
7158,1892950618,4.5
7193,688162827,3.5
7194,446610399,5
7210,151006261,4.5
7210,316788228,1.5
7210,446391301,4.5
7210,671617028,4.5
7226,1573225517,4.5
7266,425134350,4
7283,385504209,4.5
7283,044023722X,5
7283,553575384,5
7283,743418174,4
7283,193156146X,5
7301,140293248,5
7312,380789019,1
7319,679751521,4
7338,671027387,4.5
7346,034529873X,4
7346,345327861,3.5
7346,345361792,4.5
7346,345370775,4
7346,345391055,3.5
7346,375726403,4
7346,380001411,4
7346,425177173,4
7346,440241073,4
7346,440430909,4
7346,445406518,4.5
7346,446353205,3.5
7346,446365386,4
7346,451526341,4
7346,553575384,5
7346,671001795,4
7346,671617028,4
7346,679732411,5
7346,743227441,4.5
7346,786868716,3.5
7346,802139256,4
7346,804106304,4.5
7346,842314296,4
7352,446353205,4
7352,446605409,4
7364,440901588,3.5
7384,671789422,4
7409,446310786,4
7412,140345353,4
7509,60175400,4
7538,446670251,3.5
7565,393317552,2.5
7565,880015829,2.5
7569,515130389,4
7576,380727501,4.5
7651,316769487,1.5
7820,743418174,4
7825,140042407,4
7841,140348107,5
7841,316769487,3.5
7841,385486804,4.5
7841,394575202,4.5
7841,446310786,2.5
7841,449911659,4
7841,553274295,4.5
7856,804106304,4
7860,440214041,4
7860,440221595,4
7864,345361792,3.5
7874,142001740,4.5
7882,394575202,3.5
7882,553078682,4
7909,452282829,2
7913,316954993,4
7913,671683993,1.5
7915,015100692X,2.5
7915,385504209,5
7915,042511774X,4
7915,446387878,3.5
7915,452264510,3
7915,452282152,4.5
7915,679745203,2.5
7915,786868716,5
7930,679751521,4
7942,446600253,2.5
7954,385424728,2.5
7958,804106304,5
7962,345404114,4
7994,553375407,4
8006,385504209,4.5
8019,345316509,4.5
8019,553263226,3
8040,671028375,4
8059,316693324,3
8066,142001740,5
8066,038548951X,4
8066,044023722X,3.5
8066,671880314,4
8066,743418174,4
8066,767900383,4
8066,871136791,3.5
8066,1573225517,3.5
8067,64472779,5
8067,671001795,5
8067,671769200,5
8089,440222656,5
8089,553268880,3.5
8095,553296345,2.5
8115,446310786,4
8141,446606324,4
8154,440241073,4
8167,553259016,4
8186,553569058,4
8187,380731851,4
8187,671001795,4
8188,60938455,4.5
8188,1570719586,3
8189,671014196,4.5
8219,151008116,3.5
8225,671729462,4
8234,316693251,5
8234,044651652X,2.5
8234,671038567,5
8234,671793489,5
8245,60199652,3
8245,64404773,4.5
8245,142001430,4.5
8245,316969443,3.5
8245,039592720X,4
8245,440122090,4.5
8245,446606324,4.5
8245,452282152,5
8245,452282829,3
8245,553268880,4.5
8245,140003065X,4.5
8250,451166582,4
8253,60915544,4.5
8253,014023313X,5
8253,140259198,4.5
8253,034536676X,5
8253,375703764,5
8253,375726403,3.5
8253,039592720X,5
8253,440167361,5
8253,446310786,5
8253,446531332,5
8253,449212602,5
8255,767903862,4
8255,1400060737,4.5
8265,067940712X,4.5
8276,449204553,4.5
8284,61015725,3.5
8290,553575384,5
8346,039592720X,1.5
8362,380797631,4.5
8362,440224624,4.5
8362,446523569,4
8362,452282829,4
8362,671793489,3.5
8370,449212602,4.5
8451,345368940,2.5
8454,60934913,4.5
8454,60987561,3
8454,140293248,3.5
8454,140298479,4
8454,142001740,4.5
8454,316143464,4.5
8454,452269571,5
8454,743418174,4
8487,440241073,3.5
8529,140293248,3
8570,679751521,4
8652,451191137,5
8672,014032724X,5
8672,316693251,5
8680,60958022,3
8681,006019197X,4
8681,60248025,4.5
8681,142001740,4.5
8681,375703764,5
8681,385491026,4.5
8681,393319296,4
8681,553569058,4
8681,553572997,3.5
8681,679745203,4
8681,081297106X,5
8681,1559704160,4
8681,1573225517,5
8681,1573227331,4
8687,808572407,5
8734,385504209,4.5
8734,449212602,4.5
8747,802131786,4
8759,842314296,4
8782,451457994,5
8782,786868716,4.5
8801,64406962,4
8801,316769487,4
8801,440241073,3.5
8864,61092193,4
8870,380731851,3.5
8870,385504209,3.5
8935,553572997,4
8936,451188462,4.5
8936,671038567,3.5
8937,786866276,3.5
8961,60517794,4
8971,345347951,2
8971,812589041,1
9053,553274325,5
9138,375760393,4.5
9139,64405176,5
9139,440220653,4
9154,553375407,3.5
9174,375725784,3.5
9177,61015725,4
9177,345391055,4
9178,60934913,3.5
9183,671720147,3
9226,449213013,3.5
9227,553141279,4.5
9227,764226312,3.5
9246,767902513,4
9296,671793489,5
9340,60938455,4.5
9343,380731851,3
9343,385504209,4
9343,684841185,3
9354,553285785,4
9357,006097673X,5
9381,60958022,3
9381,752837613,3
9385,399141294,4
9414,330253603,2.5
9417,425080021,2.5
9417,446310786,3.5
9417,671525425,2.5
9445,140360468,4.5
9454,446610399,3
9454,449227421,3.5
9502,451176464,4
9540,60931418,4.5
9568,743227441,4
9574,140089225,3.5
9605,451186362,5
9613,786883219,4
9613,843949945,3
9637,380814021,2.5
9652,451166892,4.5
9747,446531332,5
9747,446608955,5
9747,452283868,2.5
9747,743418700,5
9806,031205436X,4
9806,316769495,2.5
9856,20427859,3
9856,140042598,1.5
9856,345361792,5
9856,394828054,4
9908,380753014,4.5
9908,451523024,4.5
9908,451524934,3
9943,60987049,2
9990,380820846,4.5
10030,345298349,5
10047,451526341,4.5
10090,385504209,5
10112,345337662,3.5
10118,006073941X,5
10118,553285653,4.5
10118,786868716,5
10124,380731851,4
10134,316769487,1.5
10153,440224624,5
10199,142001430,4.5
10199,452282152,5
10199,552998486,4.5
10215,345402871,1.5
10314,014023313X,2.5
10314,316776963,3.5
10314,375411550,2.5
10314,446310786,4.5
10314,449209881,3.5
10314,553572997,4
10314,743227441,4.5
10314,743418174,4.5
10354,451124340,3.5
10354,451162072,4
10447,60188731,4.5
10447,60915544,4.5
10447,60975547,2
10447,156787334,2.5
10447,031231616X,4
10447,375703055,3
10447,449212602,4.5
10447,452282152,3.5
10447,743412028,2
10447,786868716,3.5
10447,1573227889,2.5
10470,61020710,4
10504,425067769,2.5
10560,60187271,4
10560,038548951X,4.5
10560,385504209,5
10560,395927218,5
10560,445406518,4
10560,743418174,4
10643,399141146,5
10643,399148248,3.5
10654,316776963,5
10660,618059458,4.5
10660,1573229725,4.5
10683,689848919,2.5
10699,446671002,2
10807,679745203,3.5
10819,316702757,4
10819,034529873X,5
10819,042509961X,4
10819,451201205,5
10829,786866276,4
10830,446391301,5
10830,1573227889,4.5
10921,142001740,5
10942,380820846,4.5
10949,345378490,4.5
10951,385508042,4.5
11031,140003065X,4
11065,042511774X,3
11070,61008079,3.5
11155,044023722X,3
11155,553375407,3
11169,345337662,4.5
11179,375725784,4
11187,385504209,3.5
11206,517703963,4.5
11224,380710811,0.5
11224,038542471X,3.5
11224,385424728,3.5
11224,385504209,4.5
11245,446605409,3.5
11341,451186923,3.5
11362,345361792,5
11362,802114970,5
11374,671702513,2
11399,140259198,2.5
11400,60958022,5
11400,151008116,3
11400,375506039,4
11400,440222656,3
11400,446606324,4
11400,743418174,4
11400,786868716,4.5
11425,140345353,2.5
11425,689824750,3.5
11438,393317552,4.5
11450,60012331,4.5
11451,553258001,4
11474,142001740,5
11487,380802325,1.5
11489,375727345,4.5
11497,552998001,4.5
11507,316769487,4.5
11521,345404114,5
11529,743436210,3.5
11554,446612731,2
11567,440222656,3.5
11584,60175400,5
11601,60915544,5
11601,60938455,5
11601,446310786,5
11601,553212257,5
11601,553274325,5
11629,152008691,4.5
11629,345348109,2
11629,044023655X,3.5
11629,451166892,4
11629,671744216,4
11657,60987561,2.5
11657,804106304,3.5
11675,140345353,4
11676,20446500,4
11676,60002492,2.5
11676,60085452,3.5
11676,60159081,4.5
11676,60175400,5
11676,60188731,3
11676,60199652,5
11676,60256737,3.5
11676,60507365,5
11676,60512806,4.5
11676,60730552,4.5
11676,60809833,4.5
11676,60926317,3
11676,60938455,5
11676,60958022,1.5
11676,60987561,4.5
11676,61015725,3
11676,61092193,2.5
11676,61099015,1.5
11676,61099341,5
11676,64404773,5
11676,64405176,2.5
11676,64471969,1.5
11676,70212570,3.5
11676,140031499,4
11676,140042598,5
11676,140157409,4
11676,014023313X,3
11676,140293248,2.5
11676,140298479,1.5
11676,140348107,5
11676,014034893X,4.5
11676,014131088X,5
11676,142004278,3
11676,151008116,3
11676,156001454,5
11676,312981260,4
11676,316168815,0.5
11676,316316962,4
11676,316603287,4
11676,316693251,5
11676,316693286,4.5
11676,316693324,5
11676,316702757,5
11676,316710571,4
11676,316776963,4
11676,316969443,3.5
11676,330253603,3.5
11676,034529873X,5
11676,345305183,4.5
11676,345337662,3
11676,345361792,5
11676,034536676X,5
11676,345370775,4
11676,345378490,4.5
11676,345382846,3.5
11676,345389417,3.5
11676,345391055,4.5
11676,034540047X,3.5
11676,034540288X,5
11676,345426274,4
11676,345432479,2.5
11676,345449347,3.5
11676,374129983,2.5
11676,374270325,3.5
11676,374419302,4
11676,375400117,4.5
11676,375406182,4
11676,375703055,3.5
11676,375726403,3.5
11676,375727345,3.5
11676,375760393,5
11676,380013207,3
11676,380018179,3
11676,380619458,4
11676,380708213,3.5
11676,380727501,3.5
11676,380731851,3
11676,380732289,5
11676,380789019,3.5
11676,380797631,5
11676,380820854,2.5
11676,380978407,4
11676,038531258X,3.5
11676,385334036,0.5
11676,385336179,3.5
11676,038542471X,5
11676,385475772,4
11676,385482388,4.5
11676,038548951X,4.5
11676,385494149,5
11676,385496095,5
11676,385504209,4.5
11676,385508042,4.5
11676,385722435,3.5
11676,385729332,4.5
11676,393317552,4.5
11676,393319296,1.5
11676,394575202,4
11676,394577736,2
11676,394717805,3.5
11676,039480001X,5
11676,394800893,5
11676,039592720X,4
11676,395927218,4.5
11676,399135782,4.5
11676,399146431,4.5
11676,399148248,4.5
11676,399149864,3.5
11676,425076695,3.5
11676,425080021,5
11676,042511774X,2.5
11676,425120279,3
11676,425144372,3.5
11676,425162443,3
11676,425167313,4
11676,425177173,1.5
11676,425184943,4
11676,439010772,4
11676,439324599,4
11676,439404371,4
11676,440122090,5
11676,440204887,5
11676,440205506,4
11676,440209412,5
11676,440220653,3
11676,440221595,3.5
11676,440222656,0.5
11676,440224624,3.5
11676,440235596,3
11676,044023722X,4
11676,440237556,5
11676,440241073,4
11676,440343690,4.5
11676,440487617,3.5
11676,440984696,5
11676,440998050,5
11676,441004016,3
11676,446350109,3
11676,446353205,5
11676,446356611,4.5
11676,446356832,3
11676,446358592,3.5
11676,446363669,3
11676,446365386,2.5
11676,446387878,4
11676,446391301,3.5
11676,044651652X,4
11676,446519960,0.5
11676,446523569,4
11676,446527165,4.5
11676,446527785,2.5
11676,446527793,4
11676,446531332,4.5
11676,446532452,2.5
11676,446600253,4.5
11676,446601241,4.5
11676,446602612,2.5
11676,446605239,3
11676,446605409,5
11676,446608955,3.5
11676,446610399,5
11676,446611808,4.5
11676,446613150,5
11676,446670251,4
11676,446672351,5
11676,446890359,3
11676,449204553,4
11676,449207757,3
11676,449211096,4
11676,449212602,5
11676,449213358,5
11676,449227421,4
11676,451153553,4.5
11676,451156609,3.5
11676,451162072,4
11676,451168364,4
11676,451168615,4
11676,451180429,2.5
11676,451191137,3.5
11676,451524608,4
11676,451526341,5
11676,452269563,4.5
11676,452269571,4.5
11676,452282829,5
11676,515120618,4.5
11676,515123447,4
11676,051512608X,3.5
11676,517703963,3.5
11676,525947671,4
11676,553141279,4
11676,553258001,4
11676,553268880,5
11676,553277839,5
11676,553296345,4.5
11676,553375407,5
11676,553377876,3.5
11676,553572997,3.5
11676,553580078,5
11676,553582747,3.5
11676,553802496,3
11676,571169341,3.5
11676,575074019,3.5
11676,609809547,5
11676,670031372,4
11676,670891576,5
11676,671001795,5
11676,671003364,4
11676,671014196,4
11676,067102423X,4
11676,671027344,4
11676,671027387,5
11676,671028375,5
11676,671034065,4
11676,671042858,5
11676,671461494,3.5
11676,671683993,4.5
11676,671705091,2.5
11676,671759213,4
11676,671769227,5
11676,671789422,4.5
11676,671793489,4
11676,671880314,3.5
11676,679433740,1
11676,679439382,4
11676,679734058,3
11676,679734120,5
11676,679740244,5
11676,679745203,5
11676,679749845,3.5
11676,679751521,4.5
11676,679776591,5
11676,679776818,4
11676,684813637,4.5
11676,684841185,3.5
11676,684856093,5
11676,684857820,3
11676,689710879,5
11676,743211383,4
11676,743412028,3.5
11676,743418174,4
11676,743436210,4
11676,743437640,1.5
11676,075966661X,5
11676,764226312,5
11676,767900383,4
11676,767902513,4.5
11676,786866276,4
