,userId,ISBN,bookRating,bookTitle
48,276755,451166892,2.5,The Pillars of the Earth
49,99,451166892,1.5,The Pillars of the Earth
50,5268,451166892,5.0,The Pillars of the Earth
51,9652,451166892,4.5,The Pillars of the Earth
52,11629,451166892,4.0,The Pillars of the Earth
53,16634,451166892,5.0,The Pillars of the Earth
54,16782,451166892,5.0,The Pillars of the Earth
55,21404,451166892,4.0,The Pillars of the Earth
56,22625,451166892,4.5,The Pillars of the Earth
57,28204,451166892,5.0,The Pillars of the Earth
58,33179,451166892,5.0,The Pillars of the Earth
59,34222,451166892,4.5,The Pillars of the Earth
60,38281,451166892,4.0,The Pillars of the Earth
61,48025,451166892,4.5,The Pillars of the Earth
62,55075,451166892,5.0,The Pillars of the Earth
63,59712,451166892,5.0,The Pillars of the Earth
64,66591,451166892,5.0,The Pillars of the Earth
65,67515,451166892,2.5,The Pillars of the Earth
66,68156,451166892,5.0,The Pillars of the Earth
67,74208,451166892,4.5,The Pillars of the Earth
68,78783,451166892,5.0,The Pillars of the Earth
69,79942,451166892,5.0,The Pillars of the Earth
70,81394,451166892,4.0,The Pillars of the Earth
71,82102,451166892,5.0,The Pillars of the Earth
72,86145,451166892,3.5,The Pillars of the Earth
73,87141,451166892,4.0,The Pillars of the Earth
74,93179,451166892,4.5,The Pillars of the Earth
75,94985,451166892,4.0,The Pillars of the Earth
76,95921,451166892,4.0,The Pillars of the Earth
77,96634,451166892,4.0,The Pillars of the Earth
78,103377,451166892,4.0,The Pillars of the Earth
79,106225,451166892,5.0,The Pillars of the Earth
80,114089,451166892,4.0,The Pillars of the Earth
81,114216,451166892,5.0,The Pillars of the Earth
82,114988,451166892,3.5,The Pillars of the Earth
83,120082,451166892,3.0,The Pillars of the Earth
84,120350,451166892,5.0,The Pillars of the Earth
85,125878,451166892,5.0,The Pillars of the Earth
86,126296,451166892,4.5,The Pillars of the Earth
87,132303,451166892,4.5,The Pillars of the Earth
88,133935,451166892,3.0,The Pillars of the Earth
89,135776,451166892,3.5,The Pillars of the Earth
90,138139,451166892,3.5,The Pillars of the Earth
91,140294,451166892,3.5,The Pillars of the Earth
92,141210,451166892,4.0,The Pillars of the Earth
93,142121,451166892,5.0,The Pillars of the Earth
94,149908,451166892,4.0,The Pillars of the Earth
95,155117,451166892,3.5,The Pillars of the Earth
96,156150,451166892,5.0,The Pillars of the Earth
97,163851,451166892,4.5,The Pillars of the Earth
98,164675,451166892,4.0,The Pillars of the Earth
99,170154,451166892,4.5,The Pillars of the Earth
100,172096,451166892,3.5,The Pillars of the Earth
101,172512,451166892,4.5,The Pillars of the Earth
102,172539,451166892,4.5,The Pillars of the Earth
103,172742,451166892,4.0,The Pillars of the Earth
104,178254,451166892,4.5,The Pillars of the Earth
105,188685,451166892,3.5,The Pillars of the Earth
106,189279,451166892,5.0,The Pillars of the Earth
107,190831,451166892,5.0,The Pillars of the Earth
108,191728,451166892,2.5,The Pillars of the Earth
109,192479,451166892,3.5,The Pillars of the Earth
110,193920,451166892,4.5,The Pillars of the Earth
111,194016,451166892,2.5,The Pillars of the Earth
112,196585,451166892,5.0,The Pillars of the Earth
113,198011,451166892,4.0,The Pillars of the Earth
114,199515,451166892,4.5,The Pillars of the Earth
115,199649,451166892,3.0,The Pillars of the Earth
116,204790,451166892,4.0,The Pillars of the Earth
117,205571,451166892,3.5,The Pillars of the Earth
118,206417,451166892,5.0,The Pillars of the Earth
119,207339,451166892,4.0,The Pillars of the Earth
120,207727,451166892,2.5,The Pillars of the Earth
121,209229,451166892,2.5,The Pillars of the Earth
122,214252,451166892,4.5,The Pillars of the Earth
123,216010,451166892,4.5,The Pillars of the Earth
124,217740,451166892,4.0,The Pillars of the Earth
125,223156,451166892,5.0,The Pillars of the Earth
126,228579,451166892,3.5,The Pillars of the Earth
127,231857,451166892,4.5,The Pillars of the Earth
128,234530,451166892,5.0,The Pillars of the Earth
129,243117,451166892,4.5,The Pillars of the Earth
130,243951,451166892,4.5,The Pillars of the Earth
131,245559,451166892,4.0,The Pillars of the Earth
132,246507,451166892,5.0,The Pillars of the Earth
133,276796,330332775,2.5,Bridget Jones's Diary
134,277195,330332775,5.0,Bridget Jones's Diary
135,13126,330332775,3.0,Bridget Jones's Diary
136,24194,330332775,4.5,Bridget Jones's Diary
137,25533,330332775,3.5,Bridget Jones's Diary
138,30711,330332775,3.0,Bridget Jones's Diary
139,33517,330332775,4.0,Bridget Jones's Diary
140,35798,330332775,4.0,Bridget Jones's Diary
141,38818,330332775,2.5,Bridget Jones's Diary
142,40992,330332775,4.5,Bridget Jones's Diary
143,46903,330332775,2.5,Bridget Jones's Diary
144,48306,330332775,5.0,Bridget Jones's Diary
145,53590,330332775,4.0,Bridget Jones's Diary
146,59206,330332775,3.5,Bridget Jones's Diary
147,60797,330332775,3.0,Bridget Jones's Diary
148,64448,330332775,2.5,Bridget Jones's Diary
149,67600,330332775,4.0,Bridget Jones's Diary
150,72227,330332775,3.5,Bridget Jones's Diary
151,76350,330332775,0.5,Bridget Jones's Diary
152,76434,330332775,4.5,Bridget Jones's Diary
153,76626,330332775,4.0,Bridget Jones's Diary
154,77263,330332775,3.0,Bridget Jones's Diary
155,85278,330332775,4.0,Bridget Jones's Diary
156,91251,330332775,4.5,Bridget Jones's Diary
157,92853,330332775,2.5,Bridget Jones's Diary
158,93147,330332775,4.5,Bridget Jones's Diary
159,96019,330332775,5.0,Bridget Jones's Diary
160,105627,330332775,4.5,Bridget Jones's Diary
161,105840,330332775,3.0,Bridget Jones's Diary
162,119575,330332775,3.5,Bridget Jones's Diary
163,121119,330332775,4.5,Bridget Jones's Diary
164,123557,330332775,4.0,Bridget Jones's Diary
165,126296,330332775,4.0,Bridget Jones's Diary
166,127131,330332775,3.0,Bridget Jones's Diary
167,129393,330332775,4.5,Bridget Jones's Diary
168,131099,330332775,4.5,Bridget Jones's Diary
169,131855,330332775,3.0,Bridget Jones's Diary
170,132203,330332775,2.5,Bridget Jones's Diary
171,133885,330332775,4.0,Bridget Jones's Diary
172,137190,330332775,3.0,Bridget Jones's Diary
173,145644,330332775,3.5,Bridget Jones's Diary
174,162798,330332775,4.0,Bridget Jones's Diary
175,164096,330332775,3.5,Bridget Jones's Diary
176,165512,330332775,4.5,Bridget Jones's Diary
177,167300,330332775,3.5,Bridget Jones's Diary
178,167521,330332775,1.0,Bridget Jones's Diary
179,168691,330332775,2.5,Bridget Jones's Diary
180,170073,330332775,4.5,Bridget Jones's Diary
181,171846,330332775,5.0,Bridget Jones's Diary
182,173243,330332775,2.0,Bridget Jones's Diary
183,180206,330332775,4.5,Bridget Jones's Diary
184,182801,330332775,4.5,Bridget Jones's Diary
185,195145,330332775,3.5,Bridget Jones's Diary
186,196031,330332775,3.5,Bridget Jones's Diary
187,197775,330332775,4.5,Bridget Jones's Diary
188,201470,330332775,2.5,Bridget Jones's Diary
189,208410,330332775,5.0,Bridget Jones's Diary
190,209265,330332775,5.0,Bridget Jones's Diary
191,214890,330332775,3.0,Bridget Jones's Diary
192,225087,330332775,4.0,Bridget Jones's Diary
193,225763,330332775,3.0,Bridget Jones's Diary
194,232670,330332775,3.5,Bridget Jones's Diary
195,235295,330332775,5.0,Bridget Jones's Diary
196,244007,330332775,5.0,Bridget Jones's Diary
197,250483,330332775,5.0,Bridget Jones's Diary
198,276925,140154078,3.0,The Music of Chance
199,70541,140154078,4.0,The Music of Chance
200,94347,140154078,3.0,The Music of Chance
201,97324,140154078,4.0,The Music of Chance
202,99206,140154078,4.0,The Music of Chance
203,134434,140154078,4.0,The Music of Chance
204,153091,140154078,4.0,The Music of Chance
205,161685,140154078,4.0,The Music of Chance
206,166596,140154078,4.5,The Music of Chance
207,168338,140154078,4.0,The Music of Chance
208,216162,140154078,4.0,The Music of Chance
209,276925,385504209,4.0,The Da Vinci Code
210,277427,385504209,4.0,The Da Vinci Code
211,638,385504209,5.0,The Da Vinci Code
212,882,385504209,5.0,The Da Vinci Code
213,1075,385504209,3.5,The Da Vinci Code
214,1211,385504209,4.5,The Da Vinci Code
215,1652,385504209,3.5,The Da Vinci Code
216,1803,385504209,4.5,The Da Vinci Code
217,2179,385504209,5.0,The Da Vinci Code
218,3556,385504209,5.0,The Da Vinci Code
219,3999,385504209,5.0,The Da Vinci Code
220,4098,385504209,5.0,The Da Vinci Code
221,4169,385504209,5.0,The Da Vinci Code
222,5476,385504209,5.0,The Da Vinci Code
223,5559,385504209,4.0,The Da Vinci Code
224,5722,385504209,3.5,The Da Vinci Code
225,6535,385504209,5.0,The Da Vinci Code
226,6815,385504209,5.0,The Da Vinci Code
227,7283,385504209,4.5,The Da Vinci Code
228,7915,385504209,5.0,The Da Vinci Code
229,8006,385504209,4.5,The Da Vinci Code
230,8734,385504209,4.5,The Da Vinci Code
231,8870,385504209,3.5,The Da Vinci Code
232,9343,385504209,4.0,The Da Vinci Code
233,10090,385504209,5.0,The Da Vinci Code
234,10560,385504209,5.0,The Da Vinci Code
235,11187,385504209,3.5,The Da Vinci Code
236,11224,385504209,4.5,The Da Vinci Code
237,11676,385504209,4.5,The Da Vinci Code
238,11676,385504209,5.0,The Da Vinci Code
239,13273,385504209,4.5,The Da Vinci Code
240,13279,385504209,5.0,The Da Vinci Code
241,13552,385504209,5.0,The Da Vinci Code
242,14521,385504209,5.0,The Da Vinci Code
243,14667,385504209,5.0,The Da Vinci Code
244,15127,385504209,3.0,The Da Vinci Code
245,15602,385504209,4.5,The Da Vinci Code
246,16000,385504209,2.5,The Da Vinci Code
247,16795,385504209,5.0,The Da Vinci Code
248,20172,385504209,2.5,The Da Vinci Code
249,20294,385504209,4.5,The Da Vinci Code
250,21660,385504209,4.5,The Da Vinci Code
251,22228,385504209,2.5,The Da Vinci Code
252,22338,385504209,5.0,The Da Vinci Code
253,22403,385504209,4.5,The Da Vinci Code
254,23408,385504209,2.5,The Da Vinci Code
255,24082,385504209,4.5,The Da Vinci Code
256,24325,385504209,4.0,The Da Vinci Code
257,25616,385504209,4.0,The Da Vinci Code
258,27647,385504209,1.5,The Da Vinci Code
259,28216,385504209,4.5,The Da Vinci Code
260,28289,385504209,5.0,The Da Vinci Code
261,28705,385504209,5.0,The Da Vinci Code
262,28865,385504209,5.0,The Da Vinci Code
263,30276,385504209,4.0,The Da Vinci Code
264,31252,385504209,5.0,The Da Vinci Code
265,31342,385504209,4.0,The Da Vinci Code
266,31826,385504209,5.0,The Da Vinci Code
267,32049,385504209,3.5,The Da Vinci Code
268,33576,385504209,5.0,The Da Vinci Code
269,34837,385504209,5.0,The Da Vinci Code
270,35467,385504209,4.0,The Da Vinci Code
271,35704,385504209,4.5,The Da Vinci Code
272,36256,385504209,4.5,The Da Vinci Code
273,36286,385504209,3.5,The Da Vinci Code
274,36472,385504209,4.5,The Da Vinci Code
275,37712,385504209,3.0,The Da Vinci Code
276,37790,385504209,5.0,The Da Vinci Code
277,38431,385504209,5.0,The Da Vinci Code
278,39281,385504209,5.0,The Da Vinci Code
279,39345,385504209,4.5,The Da Vinci Code
280,39646,385504209,4.5,The Da Vinci Code
281,39662,385504209,4.5,The Da Vinci Code
282,41646,385504209,5.0,The Da Vinci Code
283,42128,385504209,4.5,The Da Vinci Code
284,43466,385504209,4.5,The Da Vinci Code
285,43786,385504209,4.0,The Da Vinci Code
286,45287,385504209,5.0,The Da Vinci Code
287,45539,385504209,5.0,The Da Vinci Code
288,45842,385504209,2.0,The Da Vinci Code
289,47153,385504209,4.0,The Da Vinci Code
290,47996,385504209,3.0,The Da Vinci Code
291,48046,385504209,5.0,The Da Vinci Code
292,48146,385504209,5.0,The Da Vinci Code
293,48217,385504209,5.0,The Da Vinci Code
294,48712,385504209,5.0,The Da Vinci Code
295,48715,385504209,4.0,The Da Vinci Code
296,49422,385504209,4.5,The Da Vinci Code
297,49980,385504209,5.0,The Da Vinci Code
298,50132,385504209,5.0,The Da Vinci Code
299,50205,385504209,4.5,The Da Vinci Code
300,50681,385504209,3.5,The Da Vinci Code
301,50895,385504209,5.0,The Da Vinci Code
302,52002,385504209,5.0,The Da Vinci Code
303,53174,385504209,5.0,The Da Vinci Code
304,53304,385504209,5.0,The Da Vinci Code
305,53408,385504209,4.5,The Da Vinci Code
306,53446,385504209,3.5,The Da Vinci Code
307,53729,385504209,4.5,The Da Vinci Code
308,54474,385504209,4.5,The Da Vinci Code
309,54655,385504209,3.5,The Da Vinci Code
310,55027,385504209,4.0,The Da Vinci Code
311,55927,385504209,5.0,The Da Vinci Code
312,56360,385504209,4.5,The Da Vinci Code
313,57105,385504209,4.5,The Da Vinci Code
314,57124,385504209,3.0,The Da Vinci Code
315,57599,385504209,5.0,The Da Vinci Code
316,58782,385504209,5.0,The Da Vinci Code
317,59084,385504209,4.0,The Da Vinci Code
318,60263,385504209,5.0,The Da Vinci Code
319,61038,385504209,5.0,The Da Vinci Code
320,61297,385504209,5.0,The Da Vinci Code
321,62015,385504209,4.5,The Da Vinci Code
322,62542,385504209,5.0,The Da Vinci Code
323,62654,385504209,2.5,The Da Vinci Code
324,62659,385504209,5.0,The Da Vinci Code
325,63620,385504209,3.5,The Da Vinci Code
326,65088,385504209,4.5,The Da Vinci Code
327,66323,385504209,4.5,The Da Vinci Code
328,67270,385504209,4.5,The Da Vinci Code
329,67272,385504209,5.0,The Da Vinci Code
330,67571,385504209,4.5,The Da Vinci Code
331,67840,385504209,5.0,The Da Vinci Code
332,68185,385504209,3.5,The Da Vinci Code
333,68383,385504209,3.5,The Da Vinci Code
334,68437,385504209,4.0,The Da Vinci Code
335,68555,385504209,5.0,The Da Vinci Code
336,68579,385504209,5.0,The Da Vinci Code
337,68984,385504209,5.0,The Da Vinci Code
338,69156,385504209,3.0,The Da Vinci Code
339,70594,385504209,4.5,The Da Vinci Code
340,71313,385504209,5.0,The Da Vinci Code
341,71587,385504209,4.5,The Da Vinci Code
342,72575,385504209,5.0,The Da Vinci Code
343,73219,385504209,3.5,The Da Vinci Code
344,73681,385504209,3.5,The Da Vinci Code
345,74453,385504209,2.5,The Da Vinci Code
346,75485,385504209,5.0,The Da Vinci Code
347,75819,385504209,5.0,The Da Vinci Code
348,76990,385504209,4.0,The Da Vinci Code
349,77181,385504209,3.5,The Da Vinci Code
350,77307,385504209,4.0,The Da Vinci Code
351,78229,385504209,3.5,The Da Vinci Code
352,78440,385504209,4.0,The Da Vinci Code
353,78867,385504209,4.0,The Da Vinci Code
354,79506,385504209,5.0,The Da Vinci Code
355,79650,385504209,2.5,The Da Vinci Code
356,79740,385504209,3.5,The Da Vinci Code
357,79921,385504209,2.0,The Da Vinci Code
358,80075,385504209,4.0,The Da Vinci Code
359,81311,385504209,5.0,The Da Vinci Code
360,81318,385504209,5.0,The Da Vinci Code
361,81368,385504209,4.0,The Da Vinci Code
362,81370,385504209,5.0,The Da Vinci Code
363,81484,385504209,4.5,The Da Vinci Code
364,81977,385504209,4.5,The Da Vinci Code
365,82893,385504209,5.0,The Da Vinci Code
366,83443,385504209,5.0,The Da Vinci Code
367,85058,385504209,5.0,The Da Vinci Code
368,85502,385504209,4.5,The Da Vinci Code
369,85892,385504209,4.5,The Da Vinci Code
370,86123,385504209,3.5,The Da Vinci Code
371,86189,385504209,1.5,The Da Vinci Code
372,86202,385504209,3.5,The Da Vinci Code
373,86906,385504209,3.0,The Da Vinci Code
374,87161,385504209,3.5,The Da Vinci Code
375,87573,385504209,4.0,The Da Vinci Code
376,88389,385504209,3.5,The Da Vinci Code
377,88693,385504209,4.0,The Da Vinci Code
378,89059,385504209,3.5,The Da Vinci Code
379,89551,385504209,5.0,The Da Vinci Code
380,89602,385504209,4.0,The Da Vinci Code
381,89711,385504209,5.0,The Da Vinci Code
382,89874,385504209,5.0,The Da Vinci Code
383,92810,385504209,4.5,The Da Vinci Code
384,93467,385504209,5.0,The Da Vinci Code
385,93565,385504209,4.5,The Da Vinci Code
386,93629,385504209,4.5,The Da Vinci Code
387,93857,385504209,5.0,The Da Vinci Code
388,94263,385504209,4.0,The Da Vinci Code
389,94294,385504209,5.0,The Da Vinci Code
390,95011,385504209,4.5,The Da Vinci Code
391,95025,385504209,3.0,The Da Vinci Code
392,95193,385504209,5.0,The Da Vinci Code
393,95574,385504209,2.5,The Da Vinci Code
394,96689,385504209,2.5,The Da Vinci Code
395,96699,385504209,5.0,The Da Vinci Code
396,96744,385504209,4.5,The Da Vinci Code
397,96889,385504209,3.5,The Da Vinci Code
398,97874,385504209,0.5,The Da Vinci Code
399,98391,385504209,5.0,The Da Vinci Code
400,98628,385504209,4.0,The Da Vinci Code
401,98914,385504209,3.0,The Da Vinci Code
402,99032,385504209,3.0,The Da Vinci Code
403,99452,385504209,4.0,The Da Vinci Code
404,100009,385504209,4.0,The Da Vinci Code
405,100088,385504209,5.0,The Da Vinci Code
406,100644,385504209,4.5,The Da Vinci Code
407,100846,385504209,4.0,The Da Vinci Code
408,101305,385504209,3.0,The Da Vinci Code
409,105266,385504209,3.5,The Da Vinci Code
410,105979,385504209,2.5,The Da Vinci Code
411,106184,385504209,4.0,The Da Vinci Code
412,107008,385504209,4.0,The Da Vinci Code
413,107431,385504209,4.5,The Da Vinci Code
414,107784,385504209,5.0,The Da Vinci Code
415,108332,385504209,2.5,The Da Vinci Code
416,108535,385504209,2.5,The Da Vinci Code
417,109700,385504209,5.0,The Da Vinci Code
418,109864,385504209,5.0,The Da Vinci Code
419,110558,385504209,4.0,The Da Vinci Code
420,111261,385504209,5.0,The Da Vinci Code
421,111578,385504209,5.0,The Da Vinci Code
422,112974,385504209,2.5,The Da Vinci Code
423,113097,385504209,3.0,The Da Vinci Code
424,113106,385504209,4.0,The Da Vinci Code
425,113817,385504209,3.5,The Da Vinci Code
426,114498,385504209,3.5,The Da Vinci Code
427,114868,385504209,4.0,The Da Vinci Code
428,115003,385504209,4.5,The Da Vinci Code
429,119971,385504209,3.0,The Da Vinci Code
430,120695,385504209,4.0,The Da Vinci Code
431,120908,385504209,5.0,The Da Vinci Code
432,120942,385504209,5.0,The Da Vinci Code
433,123143,385504209,4.5,The Da Vinci Code
434,123430,385504209,4.5,The Da Vinci Code
435,123617,385504209,4.0,The Da Vinci Code
436,123827,385504209,4.0,The Da Vinci Code
437,124720,385504209,4.5,The Da Vinci Code
438,124946,385504209,4.0,The Da Vinci Code
439,127049,385504209,2.5,The Da Vinci Code
440,128085,385504209,5.0,The Da Vinci Code
441,128391,385504209,4.5,The Da Vinci Code
442,128841,385504209,4.5,The Da Vinci Code
443,131046,385504209,4.5,The Da Vinci Code
444,131510,385504209,3.5,The Da Vinci Code
445,131650,385504209,4.5,The Da Vinci Code
446,132083,385504209,2.5,The Da Vinci Code
447,132142,385504209,5.0,The Da Vinci Code
448,133790,385504209,4.5,The Da Vinci Code
449,134278,385504209,5.0,The Da Vinci Code
450,134556,385504209,4.0,The Da Vinci Code
451,135398,385504209,3.5,The Da Vinci Code
452,135893,385504209,5.0,The Da Vinci Code
453,136193,385504209,4.0,The Da Vinci Code
454,136491,385504209,5.0,The Da Vinci Code
455,137211,385504209,4.0,The Da Vinci Code
456,137816,385504209,4.5,The Da Vinci Code
457,138010,385504209,3.5,The Da Vinci Code
458,139078,385504209,1.5,The Da Vinci Code
459,139844,385504209,4.5,The Da Vinci Code
460,142524,385504209,5.0,The Da Vinci Code
461,143386,385504209,5.0,The Da Vinci Code
462,143576,385504209,5.0,The Da Vinci Code
463,144348,385504209,5.0,The Da Vinci Code
464,144549,385504209,3.0,The Da Vinci Code
465,145699,385504209,4.0,The Da Vinci Code
466,146469,385504209,5.0,The Da Vinci Code
467,146517,385504209,2.5,The Da Vinci Code
468,146530,385504209,4.0,The Da Vinci Code
469,146803,385504209,2.5,The Da Vinci Code
470,146991,385504209,3.5,The Da Vinci Code
471,147803,385504209,4.0,The Da Vinci Code
472,148824,385504209,4.5,The Da Vinci Code
473,149084,385504209,5.0,The Da Vinci Code
474,149231,385504209,3.5,The Da Vinci Code
475,149792,385504209,4.5,The Da Vinci Code
476,151093,385504209,5.0,The Da Vinci Code
477,151235,385504209,4.5,The Da Vinci Code
478,151738,385504209,5.0,The Da Vinci Code
479,152651,385504209,5.0,The Da Vinci Code
480,153439,385504209,5.0,The Da Vinci Code
481,153797,385504209,4.5,The Da Vinci Code
482,154345,385504209,4.0,The Da Vinci Code
483,154730,385504209,1.0,The Da Vinci Code
484,156584,385504209,3.5,The Da Vinci Code
485,156816,385504209,4.0,The Da Vinci Code
486,157273,385504209,4.5,The Da Vinci Code
487,158226,385504209,4.5,The Da Vinci Code
488,158385,385504209,4.5,The Da Vinci Code
489,159033,385504209,5.0,The Da Vinci Code
490,159230,385504209,4.5,The Da Vinci Code
491,159865,385504209,4.5,The Da Vinci Code
492,160112,385504209,4.5,The Da Vinci Code
493,160385,385504209,5.0,The Da Vinci Code
494,160509,385504209,5.0,The Da Vinci Code
495,161026,385504209,3.5,The Da Vinci Code
496,161039,385504209,4.0,The Da Vinci Code
497,161070,385504209,4.5,The Da Vinci Code
498,161252,385504209,3.5,The Da Vinci Code
499,162376,385504209,4.5,The Da Vinci Code
500,162633,385504209,2.5,The Da Vinci Code
501,162738,385504209,4.0,The Da Vinci Code
502,163579,385504209,4.0,The Da Vinci Code
503,164549,385504209,4.0,The Da Vinci Code
504,164581,385504209,5.0,The Da Vinci Code
505,164584,385504209,3.5,The Da Vinci Code
506,167576,385504209,3.5,The Da Vinci Code
507,167746,385504209,3.0,The Da Vinci Code
508,168954,385504209,4.5,The Da Vinci Code
509,169463,385504209,3.0,The Da Vinci Code
510,169496,385504209,4.0,The Da Vinci Code
511,169663,385504209,4.0,The Da Vinci Code
512,169727,385504209,4.5,The Da Vinci Code
513,169754,385504209,4.0,The Da Vinci Code
514,169781,385504209,4.0,The Da Vinci Code
515,170499,385504209,4.0,The Da Vinci Code
516,170513,385504209,5.0,The Da Vinci Code
517,170850,385504209,5.0,The Da Vinci Code
518,170861,385504209,5.0,The Da Vinci Code
519,171638,385504209,4.5,The Da Vinci Code
520,173280,385504209,4.5,The Da Vinci Code
521,174304,385504209,4.5,The Da Vinci Code
522,175174,385504209,4.0,The Da Vinci Code
523,176916,385504209,4.5,The Da Vinci Code
524,177134,385504209,4.5,The Da Vinci Code
525,177690,385504209,5.0,The Da Vinci Code
526,178199,385504209,4.0,The Da Vinci Code
527,178762,385504209,3.0,The Da Vinci Code
528,179741,385504209,4.5,The Da Vinci Code
529,179772,385504209,5.0,The Da Vinci Code
530,180348,385504209,4.5,The Da Vinci Code
531,181077,385504209,4.0,The Da Vinci Code
532,183753,385504209,4.5,The Da Vinci Code
533,184486,385504209,4.5,The Da Vinci Code
534,185467,385504209,5.0,The Da Vinci Code
535,185955,385504209,1.5,The Da Vinci Code
536,187256,385504209,4.5,The Da Vinci Code
537,192348,385504209,3.5,The Da Vinci Code
538,193344,385504209,5.0,The Da Vinci Code
539,193680,385504209,3.5,The Da Vinci Code
540,194237,385504209,4.5,The Da Vinci Code
541,194669,385504209,4.5,The Da Vinci Code
542,194877,385504209,3.5,The Da Vinci Code
543,195904,385504209,4.5,The Da Vinci Code
544,196052,385504209,4.0,The Da Vinci Code
545,198781,385504209,4.5,The Da Vinci Code
546,199041,385504209,5.0,The Da Vinci Code
547,199209,385504209,4.5,The Da Vinci Code
548,199859,385504209,3.5,The Da Vinci Code
549,200556,385504209,5.0,The Da Vinci Code
550,201147,385504209,4.5,The Da Vinci Code
551,201677,385504209,5.0,The Da Vinci Code
552,201725,385504209,5.0,The Da Vinci Code
553,202011,385504209,3.5,The Da Vinci Code
554,202173,385504209,5.0,The Da Vinci Code
555,202553,385504209,1.5,The Da Vinci Code
556,202942,385504209,4.5,The Da Vinci Code
557,204203,385504209,3.5,The Da Vinci Code
558,204457,385504209,4.0,The Da Vinci Code
559,204619,385504209,2.5,The Da Vinci Code
560,204622,385504209,5.0,The Da Vinci Code
561,204783,385504209,4.0,The Da Vinci Code
562,204813,385504209,5.0,The Da Vinci Code
563,205166,385504209,4.5,The Da Vinci Code
564,205963,385504209,4.5,The Da Vinci Code
565,207246,385504209,4.5,The Da Vinci Code
566,207291,385504209,5.0,The Da Vinci Code
567,209373,385504209,5.0,The Da Vinci Code
568,209919,385504209,4.5,The Da Vinci Code
569,210441,385504209,4.5,The Da Vinci Code
570,210485,385504209,4.0,The Da Vinci Code
571,210835,385504209,3.5,The Da Vinci Code
572,211231,385504209,5.0,The Da Vinci Code
573,211761,385504209,2.5,The Da Vinci Code
574,212853,385504209,4.5,The Da Vinci Code
575,213708,385504209,4.0,The Da Vinci Code
576,214127,385504209,5.0,The Da Vinci Code
577,214786,385504209,5.0,The Da Vinci Code
578,215006,385504209,4.5,The Da Vinci Code
579,215071,385504209,2.5,The Da Vinci Code
580,215753,385504209,5.0,The Da Vinci Code
581,215770,385504209,4.0,The Da Vinci Code
582,216019,385504209,4.0,The Da Vinci Code
583,216466,385504209,5.0,The Da Vinci Code
584,216849,385504209,3.5,The Da Vinci Code
585,217121,385504209,4.0,The Da Vinci Code
586,218068,385504209,4.0,The Da Vinci Code
587,218552,385504209,4.0,The Da Vinci Code
588,218608,385504209,5.0,The Da Vinci Code
589,218636,385504209,5.0,The Da Vinci Code
590,219301,385504209,4.5,The Da Vinci Code
591,219925,385504209,4.0,The Da Vinci Code
